climate station,lat,long,crop,avg sowing doy,# values sowing,avg harvest doy,# values harvest,earliest sowing doy,latest sowing doy,earliest harvest doy,latest harvest doy
8039,51.5167,9.7,WR,281,4,224,4,271.0,289.0,222.0,225.0
8044,51.6167,9.8167,WR,267,4,211,4,260.0,275.0,209.0,216.0
8058,51.8,10.0333,WR,278,7,206,7,268.0,283.0,199.0,227.0
8071,52.3167,10.2333,WR,270,5,205,5,249.0,297.0,193.0,229.0
8091,52.55,9.7667,WR,273,16,207,16,258.0,289.0,195.0,221.0
8093,52.4,10.0667,WR,273,16,201,16,261.0,303.0,183.0,216.0
8099,52.6,10.1167,WR,270,16,209,12,258.0,282.0,201.0,219.0
8101,52.8167,9.9667,WR,281,16,213,16,272.0,288.0,202.0,227.0
8128,52.7667,9.4667,WR,273,4,215,4,265.0,287.0,209.0,224.0
8129,52.8333,9.6333,WR,264,5,207,5,258.0,278.0,196.0,216.0
8133,52.9333,9.7333,WR,284,15,213,14,270.0,296.0,200.0,229.0
8135,52.95,9.5333,WR,272,16,211,16,262.0,286.0,198.0,230.0
8151,52.5333,10.35,WR,263,16,203,16,244.0,291.0,191.0,222.0
8164,52.65,10.4333,WR,270,16,212,16,265.0,277.0,200.0,227.0
8166,53.3333,9.8833,WR,268,16,216,16,254.0,280.0,201.0,234.0
8172,53.3667,9.9833,WR,275,12,220,12,266.0,298.0,209.0,235.0
8175,53.45,9.7333,WR,279,16,220,16,244.0,298.0,209.0,235.0
8178,53.2833,9.9167,WR,262,3,218,3,259.0,267.0,211.0,229.0
8192,53.2833,9.7167,WR,277,6,221,7,265.0,291.0,209.0,233.0
8203,53.0333,11.2667,WR,264,4,209,5,241.0,286.0,201.0,219.0
8212,53.0333,11.5333,WR,268,8,213,8,265.0,273.0,209.0,215.0
8227,53.1167,11.2,WR,264,8,207,8,257.0,274.0,200.0,214.0
8228,53.0,11.1513,WR,269,16,211,16,265.0,281.0,197.0,228.0
8233,53.1,11.05,WR,270,5,211,5,268.0,275.0,203.0,222.0
8243,53.15,10.85,WR,284,6,218,6,273.0,298.0,210.0,227.0
8248,53.0833,10.0,WR,272,8,215,8,260.0,289.0,206.0,230.0
8255,53.1,10.0667,WR,279,15,219,15,260.0,300.0,208.0,232.0
8256,52.9333,10.15,WR,277,16,210,16,266.0,298.0,201.0,227.0
8260,53.0333,9.8333,WR,272,16,215,16,256.0,285.0,201.0,234.0
8261,53.1333,10.6,WR,270,16,215,16,258.0,293.0,199.0,236.0
8266,52.9667,10.4667,WR,276,8,223,8,263.0,289.0,204.0,236.0
8279,52.8,10.6333,WR,275,15,211,15,265.0,291.0,191.0,232.0
8284,52.9833,10.7833,WR,266,6,217,6,261.0,271.0,205.0,227.0
8285,52.9667,10.5667,WR,262,16,211,15,252.0,272.0,200.0,222.0
8288,53.0833,10.2833,WR,269,16,211,16,247.0,287.0,199.0,228.0
8293,53.4833,9.1333,WR,282,16,219,16,273.0,291.0,205.0,231.0
8294,53.25,9.3833,WR,274,16,215,16,268.0,284.0,205.0,230.0
8300,53.3833,9.2167,WR,276,12,216,12,266.0,286.0,187.0,230.0
8301,53.45,9.1167,WR,277,16,218,16,258.0,291.0,202.0,236.0
8309,53.6333,9.1,WR,288,3,214,3,288.0,289.0,209.0,217.0
8333,53.0667,9.3167,WR,270,16,213,16,257.0,288.0,201.0,233.0
8334,53.1333,9.5,WR,270,12,215,12,256.0,281.0,201.0,227.0
8340,53.0167,9.4833,WR,287,15,223,15,273.0,305.0,209.0,242.0
8348,53.5667,9.5167,WR,269,16,213,16,260.0,281.0,202.0,226.0
8350,53.4,9.5,WR,273,9,211,5,266.0,281.0,206.0,216.0
8353,53.6667,9.3833,WR,268,16,216,16,254.0,274.0,199.0,237.0
8360,53.5167,9.4833,WR,275,16,209,16,265.0,289.0,191.0,229.0
8361,53.6167,9.3167,WR,265,3,222,3,259.0,277.0,213.0,230.0
8363,53.7167,9.2833,WR,266,14,221,14,255.0,289.0,210.0,237.0
8365,53.4833,9.3333,WR,274,12,213,12,253.0,293.0,199.0,226.0
8369,53.4333,9.3667,WR,274,6,217,7,268.0,280.0,209.0,232.0
8373,53.0167,9.05,WR,269,8,210,8,261.0,275.0,200.0,229.0
8376,52.8833,9.3167,WR,274,15,215,15,266.0,283.0,200.0,231.0
8380,52.9333,9.1833,WR,270,3,218,3,259.0,278.0,196.0,232.0
8392,53.4167,8.5833,WR,283,10,219,15,268.0,302.0,206.0,239.0
8393,53.45,8.6167,WR,272,5,219,5,268.0,283.0,206.0,229.0
8402,52.9667,7.7667,WR,288,16,214,16,279.0,292.0,203.0,225.0
8403,53.0,7.3,WR,287,13,213,13,274.0,303.0,194.0,238.0
8404,52.8667,7.3167,WR,269,8,212,12,263.0,283.0,201.0,222.0
8420,52.4167,7.7333,WR,288,6,212,7,280.0,297.0,199.0,232.0
8422,52.5333,7.9333,WR,283,5,220,4,279.0,285.0,216.0,227.0
8423,52.3,7.1667,WR,291,9,217,8,284.0,303.0,206.0,227.0
8426,52.3,7.1167,WR,282,7,217,7,261.0,294.0,210.0,229.0
8430,52.2833,7.2833,WR,289,16,205,16,275.0,302.0,189.0,225.0
8433,52.55,6.7333,WR,298,11,214,11,284.0,316.0,197.0,231.0
8438,52.6,7.4333,WR,293,15,220,14,284.0,307.0,208.0,240.0
8448,52.2,8.4667,WR,274,11,213,13,259.0,302.0,201.0,227.0
8452,52.7667,7.5,WR,286,16,214,16,274.0,299.0,205.0,231.0
8454,52.7833,7.2333,WR,290,6,219,6,280.0,303.0,213.0,228.0
8457,52.3,8.15,WR,272,8,207,6,241.0,286.0,200.0,214.0
8459,52.25,7.95,WR,277,16,218,16,266.0,291.0,200.0,235.0
8465,52.15,8.05,WR,270,15,213,15,258.0,281.0,201.0,226.0
8466,52.1,8.0833,WR,283,8,206,9,272.0,292.0,199.0,211.0
8467,52.3167,8.0333,WR,266,16,207,16,246.0,300.0,185.0,232.0
8475,52.2833,8.4167,WR,277,9,219,9,267.0,284.0,201.0,233.0
8492,53.4,7.3333,WR,263,11,219,11,255.0,271.0,211.0,228.0
8530,53.35,7.1167,WR,268,14,215,12,255.0,279.0,200.0,227.0
8531,53.5333,7.7,WR,281,16,225,16,267.0,298.0,211.0,242.0
8535,53.65,7.6167,WR,284,11,220,14,260.0,306.0,199.0,243.0
8542,53.6167,7.4667,WR,277,8,225,9,263.0,288.0,218.0,234.0
8546,52.3333,10.55,WR,263,5,208,6,253.0,274.0,195.0,226.0
8556,52.2833,10.7,WR,273,6,211,6,258.0,293.0,205.0,217.0
8561,51.9,9.85,WR,271,11,214,12,264.0,283.0,207.0,222.0
8565,51.95,10.2167,WR,265,5,217,8,255.0,271.0,202.0,231.0
8584,52.3667,10.9333,WR,266,15,208,16,259.0,273.0,196.0,220.0
8585,52.2333,11.0167,WR,272,6,216,7,268.0,274.0,206.0,226.0
8594,52.2833,10.75,WR,268,16,217,16,256.0,285.0,203.0,237.0
8595,52.15,10.95,WR,269,10,207,10,258.0,283.0,198.0,214.0
8598,52.4333,10.85,WR,279,16,214,16,273.0,287.0,202.0,230.0
8616,53.15,8.2,WR,276,16,214,16,267.0,291.0,204.0,229.0
8623,53.2452,7.9053,WR,276,9,217,9,264.0,288.0,210.0,226.0
8644,52.7333,7.7667,WR,296,8,220,9,284.0,308.0,205.0,229.0
8653,53.5833,7.9,WR,287,16,227,16,274.0,299.0,211.0,247.0
8664,53.3833,8.05,WR,279,4,224,4,270.0,289.0,218.0,232.0
8665,53.3833,8.1,WR,276,3,216,3,271.0,288.0,208.0,230.0
8666,53.4167,7.9833,WR,276,15,218,16,261.0,296.0,201.0,250.0
8670,53.1,8.5333,WR,284,10,225,15,275.0,298.0,206.0,246.0
8671,52.9833,8.2833,WR,276,5,217,5,272.0,283.0,211.0,223.0
8675,53.0667,8.1667,WR,281,11,220,11,248.0,296.0,188.0,232.0
8678,52.75,8.2,WR,281,6,218,7,274.0,287.0,210.0,228.0
8679,52.5167,8.2,WR,286,8,213,8,276.0,293.0,203.0,228.0
8683,52.6667,8.2333,WR,273,10,207,10,259.0,290.0,196.0,218.0
8723,51.3833,6.6,WR,272,15,204,15,259.0,289.0,191.0,213.0
8724,51.2,6.45,WR,274,5,200,5,268.0,283.0,192.0,207.0
8739,51.35,7.1167,WR,263,6,205,3,256.0,277.0,199.0,216.0
8752,51.15,6.6667,WR,283,14,213,16,271.0,307.0,196.0,236.0
8754,51.1,6.5,WR,274,15,203,15,253.0,290.0,184.0,217.0
8759,51.2833,6.2,WR,290,5,207,5,285.0,298.0,198.0,217.0
8765,51.3833,6.45,WR,290,6,207,9,283.0,301.0,199.0,222.0
8767,51.2333,6.55,WR,275,5,211,4,260.0,284.0,210.0,213.0
8772,51.7,6.1667,WR,289,3,208,7,284.0,298.0,197.0,225.0
8776,51.7833,6.0167,WR,277,6,205,13,267.0,288.0,192.0,215.0
8779,51.6667,6.2667,WR,279,12,215,14,260.0,295.0,203.0,227.0
8780,51.7833,6.45,WR,283,3,206,3,278.0,288.0,201.0,217.0
8804,51.5333,6.7,WR,271,4,208,5,268.0,277.0,193.0,222.0
8813,51.6333,6.1833,WR,273,7,209,12,261.0,299.0,199.0,217.0
8815,51.5833,6.25,WR,262,6,209,8,257.0,270.0,203.0,218.0
8817,51.45,6.6333,WR,274,15,207,16,264.0,285.0,191.0,223.0
8822,51.5833,6.5333,WR,272,16,204,16,260.0,300.0,192.0,216.0
8824,51.65,6.6167,WR,277,8,205,11,260.0,291.0,191.0,224.0
8836,50.9667,6.75,WR,270,14,201,14,251.0,284.0,189.0,220.0
8841,50.7667,7.1333,WR,282,7,203,7,275.0,291.0,195.0,215.0
8844,50.65,7.2,WR,269,4,205,4,260.0,278.0,199.0,216.0
8849,50.6667,6.8,WR,282,16,204,16,274.0,290.0,190.0,216.0
8851,50.6833,6.6667,WR,278,16,208,16,273.0,287.0,194.0,218.0
8852,50.6167,6.65,WR,282,13,211,11,270.0,295.0,204.0,218.0
8863,50.9167,6.8167,WR,292,11,211,11,257.0,311.0,205.0,216.0
8869,50.8167,6.95,WR,284,11,205,11,279.0,291.0,195.0,213.0
8914,50.7632,7.2631,WR,279,16,203,16,260.0,290.0,194.0,213.0
8958,50.8833,6.45,WR,275,16,204,16,269.0,280.0,196.0,217.0
8985,50.4833,6.6333,WR,264,5,225,4,256.0,268.0,217.0,232.0
8990,50.9167,6.1167,WR,275,16,203,16,267.0,288.0,191.0,214.0
8998,51.9667,7.6333,WR,285,15,213,15,271.0,305.0,202.0,230.0
9001,51.9968,6.9732,WR,279,3,214,3,274.0,284.0,210.0,221.0
9005,52.1167,7.1167,WR,283,16,209,15,277.0,292.0,200.0,216.0
9012,51.7,7.8333,WR,277,16,218,16,264.0,293.0,209.0,230.0
9015,51.8042,8.2049,WR,268,16,200,16,257.0,282.0,189.0,211.0
9020,51.8833,6.6667,WR,287,14,212,14,273.0,299.0,203.0,230.0
9027,51.95,7.1833,WR,270,15,214,15,254.0,293.0,203.0,226.0
9035,51.7,7.75,WR,279,16,207,16,268.0,298.0,197.0,222.0
9052,51.9167,7.8167,WR,290,9,216,10,275.0,303.0,206.0,230.0
9057,52.15,7.6,WR,286,6,214,6,279.0,292.0,209.0,219.0
9060,52.0833,7.4833,WR,274,4,212,3,263.0,281.0,205.0,226.0
9074,52.2667,7.7833,WR,273,7,206,7,263.0,286.0,199.0,210.0
9076,52.3333,7.5167,WR,287,13,214,13,280.0,293.0,201.0,234.0
9080,51.95,7.9833,WR,287,16,210,16,271.0,302.0,199.0,220.0
9084,51.9667,8.2333,WR,289,12,210,12,280.0,301.0,203.0,223.0
9087,51.5833,7.0667,WR,285,16,214,16,266.0,298.0,206.0,231.0
9088,51.6167,7.2,WR,283,7,211,7,275.0,291.0,187.0,222.0
9121,51.9,9.1667,WR,273,11,213,11,263.0,285.0,202.0,226.0
9138,52.2,8.6,WR,265,10,211,10,256.0,272.0,205.0,229.0
9164,52.1,8.9333,WR,265,16,212,13,258.0,273.0,199.0,228.0
9169,52.4167,8.6167,WR,285,16,213,16,274.0,306.0,200.0,227.0
9178,52.4333,8.6167,WR,269,4,214,5,267.0,271.0,207.0,224.0
9180,52.3,8.9167,WR,268,8,205,8,263.0,272.0,193.0,214.0
9187,52.25,8.7333,WR,278,10,217,11,273.0,284.0,201.0,243.0
9198,51.7333,8.6833,WR,290,15,212,15,277.0,307.0,196.0,225.0
9199,51.7667,8.6667,WR,280,6,225,6,277.0,283.0,222.0,229.0
9200,51.7333,8.7167,WR,273,16,210,16,253.0,287.0,198.0,224.0
9203,51.5833,9.3,WR,266,16,215,16,247.0,283.0,195.0,233.0
9241,51.35,7.95,WR,256,16,214,14,237.0,278.0,191.0,232.0
9243,51.3,8.0333,WR,274,5,222,5,257.0,290.0,214.0,227.0
9247,51.45,8.35,WR,267,11,224,8,252.0,288.0,213.0,231.0
9269,51.6667,8.35,WR,278,13,209,13,273.0,283.0,199.0,232.0
9273,51.5333,8.2833,WR,266,7,214,8,263.0,273.0,206.0,230.0
9275,51.6167,8.3333,WR,278,4,222,5,268.0,287.0,218.0,232.0
9278,51.35,8.3333,WR,264,16,229,16,250.0,279.0,213.0,241.0
9318,50.8833,8.1667,WR,261,7,224,7,250.0,284.0,216.0,236.0
9319,50.9167,8.1,WR,264,15,224,11,233.0,277.0,206.0,236.0
9326,51.5,8.05,WR,267,16,209,16,262.0,276.0,197.0,217.0
9351,51.35,7.4333,WR,273,11,207,11,264.0,289.0,193.0,230.0
9363,51.4189,7.425,WR,274,16,217,16,269.0,285.0,197.0,233.0
9374,51.5833,7.6667,WR,281,16,213,16,274.0,292.0,195.0,226.0
9389,50.75,9.4667,WR,265,13,225,13,251.0,291.0,208.0,236.0
9391,50.6167,9.2167,WR,266,3,221,3,263.0,268.0,219.0,224.0
9401,49.6667,8.65,WR,283,11,205,12,276.0,298.0,196.0,215.0
9416,50.45,9.1333,WR,277,4,213,6,269.0,290.0,200.0,230.0
9429,49.8,8.6,WR,276,14,206,12,271.0,291.0,200.0,212.0
9434,49.7667,8.8833,WR,277,15,210,16,255.0,292.0,199.0,231.0
9436,49.8667,9.0167,WR,268,14,208,13,253.0,281.0,187.0,217.0
9450,49.75,9.1,WR,276,13,217,14,258.0,285.0,209.0,233.0
9455,49.7333,9.0,WR,277,8,210,8,271.0,288.0,199.0,216.0
9461,49.7167,8.8333,WR,276,16,208,16,258.0,292.0,196.0,222.0
9468,50.3333,8.75,WR,269,10,206,10,252.0,281.0,196.0,218.0
9500,49.9167,8.4833,WR,284,4,197,4,281.0,288.0,186.0,210.0
9501,49.9667,8.5667,WR,285,14,203,14,279.0,295.0,192.0,221.0
9504,50.6333,9.45,WR,266,16,213,16,255.0,275.0,201.0,226.0
9505,50.4667,9.3167,WR,274,6,223,8,270.0,279.0,216.0,243.0
9522,50.05,8.9333,WR,268,13,203,16,247.0,290.0,190.0,224.0
9530,50.1167,8.9167,WR,269,16,202,16,261.0,279.0,187.0,215.0
9531,50.55,9.6667,WR,270,9,212,8,253.0,292.0,196.0,223.0
9534,50.8167,8.7833,WR,274,11,210,11,265.0,284.0,203.0,218.0
9535,51.1833,9.9333,WR,266,11,210,11,258.0,284.0,199.0,217.0
9536,51.1833,10.1167,WR,277,16,212,16,265.0,287.0,197.0,225.0
9540,51.2,10.0667,WR,271,10,207,10,257.0,292.0,192.0,217.0
9542,51.2167,10.0167,WR,278,16,211,16,264.0,291.0,198.0,221.0
9550,50.9833,8.7333,WR,274,16,218,16,263.0,287.0,206.0,234.0
9558,51.1667,8.9,WR,264,4,219,4,263.0,267.0,210.0,228.0
9568,51.0333,9.4,WR,272,4,209,8,269.0,279.0,204.0,218.0
9571,50.9833,9.2667,WR,266,16,206,16,245.0,295.0,193.0,218.0
9592,50.6167,9.7167,WR,268,7,212,7,251.0,304.0,203.0,232.0
9593,50.5667,9.7667,WR,275,15,213,15,265.0,295.0,197.0,228.0
9603,50.5333,9.65,WR,273,3,214,3,265.0,279.0,207.0,225.0
9604,50.6333,10.0167,WR,275,3,220,3,267.0,280.0,216.0,230.0
9611,50.8333,9.5667,WR,271,7,215,9,266.0,279.0,211.0,227.0
9614,50.85,10.0,WR,274,9,211,12,257.0,289.0,200.0,230.0
9618,51.45,9.4167,WR,263,16,213,16,257.0,277.0,205.0,222.0
9621,51.4,9.4667,WR,269,4,217,12,267.0,272.0,202.0,229.0
9626,51.4667,9.4833,WR,283,4,216,4,278.0,288.0,213.0,219.0
9643,50.7833,9.8667,WR,265,3,214,3,259.0,269.0,211.0,218.0
9645,51.2667,9.3833,WR,270,11,215,11,261.0,283.0,210.0,218.0
9646,51.2833,9.6,WR,264,16,213,16,255.0,273.0,206.0,227.0
9649,51.3833,9.5167,WR,271,15,213,16,263.0,280.0,197.0,224.0
9651,51.2333,9.5667,WR,265,7,221,7,261.0,273.0,210.0,232.0
9663,50.6833,8.6,WR,272,16,213,16,263.0,279.0,202.0,228.0
9667,50.85,9.1167,WR,266,13,216,15,254.0,281.0,196.0,229.0
9668,50.7333,8.7,WR,264,16,209,9,256.0,275.0,204.0,214.0
9675,50.8833,8.9833,WR,273,5,210,5,266.0,277.0,207.0,215.0
9684,51.1,9.5333,WR,274,16,213,15,264.0,299.0,205.0,222.0
9691,51.0333,9.9,WR,263,8,220,8,257.0,268.0,206.0,228.0
9697,50.9833,9.5333,WR,278,15,215,15,268.0,291.0,194.0,232.0
9698,51.0167,9.9333,WR,267,5,216,6,260.0,276.0,210.0,224.0
9702,50.95,10.0333,WR,271,6,213,7,258.0,279.0,200.0,227.0
9703,50.95,9.9667,WR,269,5,216,5,258.0,285.0,208.0,227.0
9706,50.95,9.8667,WR,268,16,211,16,257.0,277.0,205.0,219.0
9723,51.35,8.7333,WR,269,8,217,9,254.0,282.0,199.0,230.0
9732,51.4667,9.0167,WR,274,16,220,16,264.0,291.0,207.0,234.0
9764,51.45,9.25,WR,268,16,214,16,261.0,276.0,201.0,228.0
