climate station,lat,long,crop,avg sowing doy,# values sowing,avg harvest doy,# values harvest,earliest sowing doy,latest sowing doy,earliest harvest doy,latest harvest doy
3811,51.296,13.0928,WRa,232,10,197,10,222.0,240.0,186.0,207.0
3815,52.2553,8.0534,WRa,236,3,203,3,234.0,238.0,203.0,205.0
4271,54.1803,12.0808,WRa,242,5,211,13,231.0,261.0,200.0,228.0
4372,50.8063,10.2294,WRa,240,11,203,13,236.0,249.0,188.0,221.0
4466,54.5275,9.5487,WRa,236,16,211,16,226.0,249.0,199.0,222.0
4625,53.6425,11.3872,WRa,241,6,206,6,230.0,252.0,194.0,213.0
4642,52.8911,11.7297,WRa,232,14,203,16,224.0,245.0,195.0,215.0
4887,48.6657,9.8646,WRa,235,16,212,16,230.0,248.0,197.0,225.0
4933,48.7091,9.2147,WRa,236,16,201,16,229.0,243.0,190.0,209.0
4983,50.8619,11.2453,WRa,227,12,210,13,219.0,239.0,198.0,223.0
5142,53.7444,14.0697,WRa,240,11,201,11,237.0,244.0,196.0,206.0
5397,49.6663,12.1845,WRa,236,4,207,4,233.0,238.0,197.0,217.0
5404,48.4025,11.6946,WRa,234,15,204,15,230.0,243.0,191.0,213.0
5516,54.5284,11.0605,WRa,241,9,207,9,231.0,267.0,198.0,217.0
5546,52.1207,12.4585,WRa,237,13,200,13,225.0,248.0,191.0,209.0
5750,51.0314,12.1495,WRa,229,8,205,8,221.0,238.0,197.0,213.0
5856,48.5451,13.3531,WRa,229,3,202,8,225.0,237.0,195.0,208.0
5906,49.509,8.5541,WRa,246,7,192,7,236.0,257.0,178.0,208.0
7504,54.3167,10.05,WRa,236,9,210,10,228.0,239.0,206.0,218.0
7532,54.4,8.7667,WRa,235,16,207,16,224.0,243.0,195.0,218.0
7539,53.95,10.6833,WRa,243,13,211,12,235.0,256.0,201.0,219.0
7548,53.9333,10.6667,WRa,240,15,209,14,226.0,252.0,199.0,215.0
7559,54.75,9.9,WRa,231,5,211,5,223.0,236.0,207.0,218.0
7564,54.7167,9.95,WRa,235,15,210,16,228.0,248.0,200.0,218.0
7566,54.75,9.5167,WRa,230,16,211,16,225.0,242.0,199.0,225.0
7592,53.4833,10.6333,WRa,235,15,205,15,228.0,239.0,197.0,211.0
7601,53.6167,10.7,WRa,233,15,206,15,228.0,242.0,195.0,215.0
7604,53.7,10.7833,WRa,236,14,206,16,228.0,243.0,196.0,214.0
7605,53.75,10.6167,WRa,231,3,208,3,225.0,235.0,205.0,214.0
7608,53.5,10.4833,WRa,237,16,210,16,231.0,247.0,197.0,233.0
7616,54.6167,8.9667,WRa,237,16,206,16,230.0,245.0,197.0,212.0
7623,54.6667,9.1333,WRa,232,16,208,16,214.0,258.0,196.0,227.0
7624,54.5167,8.65,WRa,235,12,196,16,222.0,263.0,174.0,222.0
7635,54.25,9.1833,WRa,240,7,201,8,229.0,255.0,185.0,226.0
7639,54.2167,8.9167,WRa,240,3,206,8,234.0,247.0,181.0,236.0
7640,54.4333,11.2,WRa,231,4,218,4,223.0,238.0,210.0,240.0
7641,54.5,11.1,WRa,239,13,205,13,234.0,250.0,195.0,212.0
7642,54.2333,11.0833,WRa,235,16,210,16,230.0,247.0,201.0,218.0
7646,54.25,10.8333,WRa,237,16,208,16,226.0,248.0,197.0,218.0
7650,54.1,10.8167,WRa,237,16,209,16,228.0,249.0,201.0,218.0
7651,54.3,10.9,WRa,237,5,212,8,223.0,247.0,207.0,218.0
7655,54.1833,10.75,WRa,234,4,210,4,229.0,242.0,202.0,217.0
7662,53.7333,9.7833,WRa,246,4,208,4,237.0,261.0,203.0,218.0
7676,54.1167,10.4833,WRa,235,16,209,16,223.0,246.0,198.0,218.0
7682,54.3167,10.5,WRa,235,16,209,15,226.0,251.0,198.0,219.0
7684,54.3567,10.182,WRa,225,5,203,5,221.0,234.0,201.0,211.0
7686,54.3167,10.2167,WRa,237,14,209,13,225.0,258.0,200.0,224.0
7697,54.1167,10.1667,WRa,236,16,209,16,223.0,249.0,199.0,217.0
7700,54.1667,10.05,WRa,233,10,208,10,221.0,240.0,201.0,217.0
7704,54.3167,9.6667,WRa,230,3,207,3,230.0,232.0,201.0,213.0
7711,54.0833,9.65,WRa,237,16,211,16,232.0,259.0,197.0,227.0
7716,54.3,9.6667,WRa,235,5,207,5,222.0,243.0,201.0,211.0
7721,54.1167,9.4333,WRa,240,12,212,14,233.0,248.0,198.0,229.0
7730,54.6167,9.8333,WRa,235,16,211,16,231.0,246.0,201.0,228.0
7736,54.55,9.4,WRa,246,9,213,10,234.0,257.0,195.0,237.0
7737,54.4167,9.5167,WRa,241,5,207,8,238.0,244.0,199.0,216.0
7748,54.0667,10.2167,WRa,233,14,207,14,224.0,241.0,197.0,227.0
7759,53.8167,10.15,WRa,236,15,207,11,222.0,259.0,201.0,215.0
7761,54.0167,10.1667,WRa,239,10,204,10,227.0,250.0,193.0,222.0
7770,53.9333,10.2,WRa,238,16,208,16,231.0,255.0,199.0,220.0
7772,53.9,9.7833,WRa,239,12,204,15,230.0,253.0,191.0,215.0
7775,53.95,9.7167,WRa,243,9,209,15,238.0,256.0,199.0,224.0
7786,53.7333,10.2667,WRa,235,16,207,16,227.0,254.0,200.0,216.0
7795,53.8333,10.4833,WRa,236,10,211,10,227.0,254.0,205.0,221.0
7798,53.8667,10.3333,WRa,235,16,208,16,229.0,246.0,199.0,216.0
7799,53.6167,10.4167,WRa,237,16,208,16,232.0,252.0,198.0,216.0
7803,53.9,9.1,WRa,235,16,210,16,220.0,249.0,199.0,223.0
7807,54.15,9.0667,WRa,236,14,210,15,229.0,245.0,196.0,226.0
7812,53.9833,9.1167,WRa,237,16,208,16,225.0,247.0,196.0,215.0
7815,53.9667,9.0833,WRa,232,16,210,15,221.0,250.0,197.0,223.0
7824,54.7333,8.4333,WRa,228,12,203,12,219.0,240.0,188.0,222.0
7841,53.4333,10.2833,WRa,243,15,211,14,232.0,260.0,201.0,227.0
7844,53.6,10.1833,WRa,235,11,205,11,232.0,239.0,199.0,213.0
7849,52.7,8.5,WRa,236,4,211,5,235.0,239.0,201.0,218.0
7855,52.7667,8.75,WRa,239,9,202,9,229.0,245.0,195.0,209.0
7857,52.6,8.8333,WRa,240,13,199,13,235.0,243.0,189.0,211.0
7859,52.6,8.4833,WRa,249,10,210,10,241.0,267.0,198.0,227.0
7862,52.8,8.8333,WRa,237,9,205,11,226.0,247.0,198.0,214.0
7865,52.5667,8.5667,WRa,236,12,205,11,215.0,246.0,189.0,215.0
7868,52.7833,9.1333,WRa,240,11,200,11,231.0,258.0,194.0,211.0
7872,52.9,8.5833,WRa,240,10,201,10,234.0,246.0,197.0,207.0
7877,52.8667,8.5,WRa,244,4,207,4,241.0,247.0,202.0,213.0
7881,52.85,9.1833,WRa,239,16,202,16,225.0,247.0,195.0,213.0
7883,52.1667,9.25,WRa,235,7,204,7,230.0,242.0,199.0,211.0
7890,52.2,9.2,WRa,240,13,202,13,235.0,250.0,197.0,213.0
7896,52.1333,9.25,WRa,241,12,204,12,230.0,254.0,189.0,213.0
7897,52.0667,9.2667,WRa,240,13,205,13,234.0,250.0,191.0,212.0
7900,51.9833,9.25,WRa,237,16,206,16,232.0,243.0,195.0,222.0
7906,52.3,9.7333,WRa,245,7,201,7,239.0,254.0,191.0,210.0
7910,52.3,9.5,WRa,241,13,204,13,235.0,249.0,196.0,216.0
7914,52.4,9.6333,WRa,243,5,203,6,240.0,248.0,197.0,211.0
7920,52.5333,9.4667,WRa,243,7,200,7,237.0,250.0,195.0,214.0
7922,52.3833,9.35,WRa,239,13,203,13,232.0,248.0,193.0,211.0
7923,52.4,9.45,WRa,247,16,201,15,222.0,263.0,181.0,217.0
7936,52.5667,9.1333,WRa,235,16,197,16,233.0,237.0,189.0,209.0
7943,52.5,8.9833,WRa,241,12,202,14,232.0,263.0,195.0,215.0
7946,52.7167,9.25,WRa,236,16,201,16,231.0,245.0,189.0,225.0
7951,52.4,9.1167,WRa,237,10,203,10,232.0,243.0,196.0,210.0
7956,52.45,9.4,WRa,239,16,206,16,233.0,247.0,197.0,216.0
7957,52.2333,9.1167,WRa,239,15,208,15,232.0,268.0,202.0,217.0
7963,52.2167,9.4,WRa,231,10,205,10,228.0,235.0,196.0,211.0
7965,52.1667,9.4333,WRa,242,16,205,16,233.0,250.0,195.0,216.0
7971,52.2667,9.7667,WRa,236,8,212,8,230.0,242.0,195.0,222.0
7977,51.5167,9.95,WRa,230,10,205,10,215.0,238.0,192.0,213.0
7979,52.0,9.9333,WRa,229,5,209,5,224.0,237.0,199.0,215.0
7982,52.0667,9.7167,WRa,235,15,203,15,214.0,248.0,189.0,213.0
7990,51.5333,10.1833,WRa,233,14,203,13,223.0,270.0,193.0,210.0
7991,51.6167,10.2167,WRa,233,16,206,16,224.0,242.0,196.0,217.0
7994,51.5,10.1833,WRa,238,13,204,13,222.0,259.0,196.0,218.0
7998,51.8,9.7,WRa,232,16,206,16,223.0,245.0,197.0,216.0
8007,51.55,10.0667,WRa,226,16,208,16,212.0,248.0,196.0,214.0
8008,52.0167,10.1333,WRa,236,3,206,3,234.0,237.0,201.0,213.0
8011,52.1,9.9167,WRa,236,13,206,13,230.0,245.0,198.0,214.0
8018,52.0833,10.15,WRa,237,16,203,16,218.0,249.0,194.0,214.0
8025,51.9333,9.65,WRa,244,10,209,11,232.0,262.0,198.0,222.0
8027,51.95,9.7333,WRa,238,11,208,11,223.0,255.0,188.0,216.0
8028,51.85,9.6333,WRa,231,16,211,16,225.0,237.0,197.0,224.0
8034,51.35,9.6167,WRa,243,3,205,3,242.0,244.0,202.0,209.0
8036,51.3833,9.7667,WRa,233,5,199,5,227.0,247.0,182.0,210.0
8039,51.5167,9.7,WRa,232,9,210,9,225.0,242.0,197.0,237.0
8044,51.6167,9.8167,WRa,231,6,210,6,228.0,238.0,201.0,221.0
8047,51.6333,9.9333,WRa,237,4,206,4,233.0,240.0,203.0,213.0
8058,51.8,10.0333,WRa,237,7,204,7,227.0,259.0,191.0,211.0
8063,51.6,10.55,WRa,237,7,210,7,224.0,267.0,203.0,213.0
8064,51.8167,10.0667,WRa,231,16,206,16,222.0,239.0,196.0,215.0
8071,52.3167,10.2333,WRa,238,5,188,5,233.0,250.0,171.0,202.0
8091,52.55,9.7667,WRa,242,16,199,16,231.0,253.0,179.0,214.0
8093,52.4,10.0667,WRa,239,10,198,9,232.0,243.0,174.0,212.0
8099,52.6,10.1167,WRa,241,13,202,7,237.0,251.0,198.0,210.0
8101,52.8167,9.9667,WRa,240,16,204,15,230.0,259.0,189.0,215.0
8128,52.7667,9.4667,WRa,242,4,201,4,239.0,245.0,195.0,207.0
8129,52.8333,9.6333,WRa,238,5,205,5,232.0,246.0,199.0,209.0
8133,52.9333,9.7333,WRa,239,12,205,12,232.0,245.0,196.0,214.0
8135,52.95,9.5333,WRa,243,8,203,9,237.0,248.0,188.0,213.0
8151,52.5333,10.35,WRa,238,16,198,16,215.0,268.0,176.0,209.0
8157,52.6833,10.4,WRa,240,3,220,5,229.0,256.0,211.0,232.0
8166,53.3333,9.8833,WRa,233,15,209,16,217.0,244.0,200.0,220.0
8172,53.3667,9.9833,WRa,241,14,210,15,231.0,251.0,197.0,226.0
8174,53.3667,10.3,WRa,232,11,201,11,225.0,239.0,195.0,212.0
8175,53.45,9.7333,WRa,237,16,209,16,215.0,267.0,196.0,225.0
8178,53.2833,9.9167,WRa,233,3,213,3,232.0,235.0,205.0,219.0
8192,53.2833,9.7167,WRa,234,7,208,8,212.0,242.0,198.0,216.0
8212,53.0333,11.5333,WRa,243,8,204,8,240.0,250.0,195.0,211.0
8227,53.1167,11.2,WRa,238,8,205,8,234.0,244.0,188.0,219.0
8228,53.0,11.1513,WRa,239,16,205,16,231.0,248.0,201.0,214.0
8233,53.1,11.05,WRa,236,5,204,5,215.0,257.0,201.0,209.0
8248,53.0833,10.0,WRa,237,4,203,5,235.0,241.0,197.0,210.0
8255,53.1,10.0667,WRa,242,9,211,13,235.0,254.0,199.0,243.0
8256,52.9333,10.15,WRa,241,12,203,16,230.0,249.0,188.0,216.0
8260,53.0333,9.8333,WRa,238,9,200,10,233.0,249.0,182.0,213.0
8261,53.1333,10.6,WRa,236,16,205,16,232.0,251.0,196.0,214.0
8279,52.8,10.6333,WRa,246,12,198,12,234.0,267.0,191.0,207.0
8284,52.9833,10.7833,WRa,239,6,206,6,232.0,244.0,197.0,216.0
8285,52.9667,10.5667,WRa,233,16,211,15,225.0,248.0,196.0,223.0
8288,53.0833,10.2833,WRa,237,16,202,16,232.0,244.0,191.0,216.0
8294,53.25,9.3833,WRa,239,16,203,16,236.0,244.0,196.0,214.0
8300,53.3833,9.2167,WRa,238,12,203,12,229.0,248.0,192.0,211.0
8301,53.45,9.1167,WRa,247,16,212,16,225.0,269.0,187.0,240.0
8304,53.8167,8.7667,WRa,241,15,209,15,228.0,253.0,191.0,233.0
8333,53.0667,9.3167,WRa,238,5,204,3,234.0,245.0,201.0,210.0
8334,53.1333,9.5,WRa,251,7,204,6,246.0,254.0,171.0,228.0
8340,53.0167,9.4833,WRa,241,15,205,14,226.0,261.0,196.0,222.0
8348,53.5667,9.5167,WRa,242,16,203,15,230.0,252.0,189.0,217.0
8350,53.4,9.5,WRa,237,8,211,9,225.0,246.0,196.0,243.0
8353,53.6667,9.3833,WRa,230,16,210,16,222.0,245.0,199.0,224.0
8360,53.5167,9.4833,WRa,255,16,209,16,239.0,268.0,189.0,227.0
8361,53.6167,9.3167,WRa,227,3,229,3,222.0,231.0,220.0,234.0
8363,53.7167,9.2833,WRa,240,16,210,13,229.0,253.0,205.0,221.0
8365,53.4833,9.3333,WRa,231,11,206,12,210.0,269.0,195.0,217.0
8369,53.4333,9.3667,WRa,237,6,208,7,231.0,244.0,202.0,217.0
8373,53.0167,9.05,WRa,236,8,201,8,232.0,242.0,191.0,209.0
8380,52.9333,9.1833,WRa,237,3,205,3,236.0,238.0,203.0,207.0
8392,53.4167,8.5833,WRa,243,5,202,13,229.0,250.0,189.0,217.0
8402,52.9667,7.7667,WRa,244,13,201,16,235.0,249.0,186.0,211.0
8404,52.8667,7.3167,WRa,239,3,203,3,238.0,240.0,202.0,204.0
8423,52.3,7.1667,WRa,246,3,199,3,244.0,250.0,194.0,206.0
8426,52.3,7.1167,WRa,243,5,203,7,236.0,248.0,190.0,221.0
8438,52.6,7.4333,WRa,243,15,203,14,237.0,245.0,193.0,230.0
8448,52.2,8.4667,WRa,246,13,202,13,236.0,263.0,195.0,212.0
8452,52.7667,7.5,WRa,246,12,206,14,234.0,255.0,191.0,215.0
8457,52.3,8.15,WRa,238,4,203,6,236.0,244.0,194.0,212.0
8459,52.25,7.95,WRa,232,16,212,16,219.0,249.0,197.0,225.0
8465,52.15,8.05,WRa,246,9,205,8,235.0,255.0,196.0,213.0
8466,52.1,8.0833,WRa,242,11,205,12,224.0,263.0,197.0,221.0
8475,52.2833,8.4167,WRa,239,12,203,12,235.0,248.0,191.0,209.0
8517,53.4833,7.1833,WRa,238,3,209,5,235.0,244.0,202.0,213.0
8530,53.35,7.1167,WRa,243,14,207,13,231.0,254.0,194.0,240.0
8531,53.5333,7.7,WRa,251,16,215,16,235.0,274.0,196.0,228.0
8535,53.65,7.6167,WRa,256,4,217,7,246.0,273.0,204.0,237.0
8546,52.3333,10.55,WRa,238,5,205,6,223.0,253.0,195.0,217.0
8556,52.2833,10.7,WRa,226,16,205,14,208.0,236.0,193.0,214.0
8558,52.9667,9.0167,WRa,241,16,203,16,227.0,251.0,195.0,216.0
8561,51.9,9.85,WRa,229,12,209,12,220.0,248.0,201.0,223.0
8563,51.8667,10.0167,WRa,234,16,205,16,229.0,244.0,195.0,214.0
8565,51.95,10.2167,WRa,233,13,201,13,228.0,239.0,180.0,211.0
8570,51.7833,10.2167,WRa,238,15,210,15,229.0,253.0,199.0,221.0
8584,52.3667,10.9333,WRa,234,16,197,16,227.0,240.0,177.0,208.0
8585,52.2333,11.0167,WRa,240,7,211,7,234.0,253.0,203.0,222.0
8594,52.2833,10.75,WRa,238,15,207,15,224.0,263.0,191.0,225.0
8595,52.15,10.95,WRa,234,10,199,9,230.0,237.0,189.0,206.0
8606,52.1833,10.7167,WRa,235,16,201,16,229.0,243.0,194.0,211.0
8608,52.1667,10.5167,WRa,235,14,204,14,224.0,252.0,193.0,225.0
8616,53.15,8.2,WRa,242,16,204,16,231.0,249.0,194.0,217.0
8623,53.2452,7.9053,WRa,253,9,210,8,232.0,272.0,197.0,217.0
8652,53.6833,7.9333,WRa,239,16,208,16,227.0,253.0,196.0,226.0
8653,53.5833,7.9,WRa,242,16,217,16,232.0,263.0,206.0,225.0
8664,53.3833,8.05,WRa,242,4,207,4,240.0,244.0,200.0,216.0
8665,53.3833,8.1,WRa,250,3,198,3,249.0,251.0,198.0,199.0
8666,53.4167,7.9833,WRa,247,10,212,10,235.0,266.0,198.0,221.0
8670,53.1,8.5333,WRa,246,13,208,14,232.0,258.0,191.0,227.0
8671,52.9833,8.2833,WRa,235,5,209,5,229.0,243.0,203.0,221.0
8675,53.0667,8.1667,WRa,242,4,197,4,238.0,245.0,178.0,209.0
8678,52.75,8.2,WRa,240,7,199,7,235.0,247.0,188.0,210.0
8679,52.5167,8.2,WRa,240,8,201,8,236.0,243.0,191.0,211.0
8683,52.6667,8.2333,WRa,246,9,195,9,228.0,268.0,186.0,212.0
8723,51.3833,6.6,WRa,237,14,195,15,223.0,261.0,166.0,214.0
8737,51.3333,6.9667,WRa,244,3,207,4,239.0,249.0,193.0,217.0
8754,51.1,6.5,WRa,249,4,200,7,231.0,275.0,195.0,215.0
8772,51.7,6.1667,WRa,236,9,199,13,220.0,249.0,179.0,215.0
8779,51.6667,6.2667,WRa,249,15,201,14,217.0,274.0,176.0,225.0
8800,51.4167,6.9667,WRa,240,5,203,5,237.0,246.0,199.0,214.0
8804,51.5333,6.7,WRa,233,5,198,5,217.0,243.0,181.0,207.0
8810,51.5167,6.4,WRa,246,10,199,9,237.0,267.0,186.0,214.0
8813,51.6333,6.1833,WRa,247,4,202,14,237.0,265.0,195.0,208.0
8815,51.5833,6.25,WRa,236,10,200,11,222.0,274.0,187.0,207.0
8817,51.45,6.6333,WRa,244,11,200,15,232.0,254.0,174.0,215.0
8822,51.5833,6.5333,WRa,242,16,195,16,226.0,257.0,187.0,207.0
8835,50.95,6.6333,WRa,255,4,204,4,253.0,262.0,201.0,208.0
8836,50.9667,6.75,WRa,244,7,204,7,237.0,251.0,193.0,219.0
8841,50.7667,7.1333,WRa,244,4,202,9,239.0,248.0,192.0,213.0
8849,50.6667,6.8,WRa,241,16,200,16,229.0,254.0,189.0,216.0
8851,50.6833,6.6667,WRa,239,16,196,16,234.0,246.0,184.0,214.0
8852,50.6167,6.65,WRa,240,16,203,16,232.0,258.0,191.0,226.0
8869,50.8167,6.95,WRa,245,11,187,11,238.0,261.0,178.0,201.0
8932,50.8167,6.2667,WRa,242,14,202,15,237.0,249.0,193.0,216.0
8934,50.7833,6.2,WRa,242,7,202,7,230.0,247.0,185.0,220.0
8940,50.8,6.4167,WRa,250,7,199,14,240.0,272.0,184.0,216.0
8958,50.8833,6.45,WRa,254,16,196,16,249.0,261.0,183.0,208.0
8985,50.4833,6.6333,WRa,237,8,214,8,229.0,243.0,208.0,223.0
8998,51.9667,7.6333,WRa,237,15,206,15,232.0,247.0,193.0,221.0
9005,52.1167,7.1167,WRa,238,15,208,13,229.0,249.0,197.0,218.0
9012,51.7,7.8333,WRa,241,16,205,16,226.0,252.0,190.0,219.0
9015,51.8042,8.2049,WRa,240,16,201,16,213.0,261.0,193.0,210.0
9027,51.95,7.1833,WRa,237,15,210,16,226.0,251.0,194.0,246.0
9028,51.9667,7.3,WRa,236,15,205,15,228.0,245.0,189.0,217.0
9035,51.7,7.75,WRa,245,15,204,16,227.0,256.0,189.0,216.0
9052,51.9167,7.8167,WRa,239,9,207,6,230.0,253.0,200.0,219.0
9057,52.15,7.6,WRa,240,3,208,3,236.0,246.0,197.0,214.0
9060,52.0833,7.4833,WRa,241,7,203,5,236.0,250.0,199.0,209.0
9074,52.2667,7.7833,WRa,231,7,207,7,223.0,236.0,194.0,229.0
9087,51.5833,7.0667,WRa,247,4,211,4,241.0,256.0,206.0,215.0
9109,52.0833,8.5167,WRa,231,16,204,16,227.0,240.0,194.0,212.0
9110,51.6,8.8167,WRa,225,3,207,3,225.0,226.0,204.0,210.0
9111,51.6153,8.8972,WRa,230,9,211,9,223.0,241.0,197.0,230.0
9121,51.9,9.1667,WRa,233,11,205,11,229.0,242.0,197.0,214.0
9136,52.05,8.4333,WRa,245,13,209,12,232.0,254.0,200.0,230.0
9143,52.15,8.8,WRa,235,16,209,16,228.0,253.0,195.0,223.0
9147,51.7167,9.1833,WRa,231,3,212,3,228.0,234.0,207.0,216.0
9155,51.8333,9.0667,WRa,232,16,207,15,200.0,239.0,199.0,219.0
9156,51.85,9.2833,WRa,235,3,211,3,234.0,236.0,208.0,213.0
9161,51.9833,8.6667,WRa,239,16,203,16,232.0,248.0,184.0,218.0
9164,52.1,8.9333,WRa,235,16,208,16,225.0,249.0,200.0,216.0
9169,52.4167,8.6167,WRa,238,16,204,16,232.0,248.0,193.0,214.0
9178,52.4333,8.6167,WRa,231,5,196,5,227.0,235.0,193.0,200.0
9180,52.3,8.9167,WRa,236,10,207,10,232.0,240.0,196.0,232.0
9187,52.25,8.7333,WRa,237,16,208,16,228.0,249.0,198.0,217.0
9189,52.4,9.1,WRa,233,5,201,5,230.0,236.0,194.0,208.0
9196,51.65,8.7333,WRa,236,11,203,11,217.0,258.0,193.0,215.0
9198,51.7333,8.6833,WRa,239,16,210,16,232.0,244.0,196.0,222.0
9199,51.7667,8.6667,WRa,239,6,208,6,233.0,242.0,208.0,210.0
9200,51.7333,8.7167,WRa,249,16,205,16,238.0,259.0,192.0,221.0
9202,51.5833,9.25,WRa,235,16,204,16,230.0,248.0,173.0,224.0
9203,51.5833,9.3,WRa,233,16,205,16,228.0,241.0,197.0,224.0
9241,51.35,7.95,WRa,243,16,217,16,215.0,266.0,193.0,242.0
9245,51.3167,8.0667,WRa,237,11,208,11,229.0,248.0,198.0,218.0
9247,51.45,8.35,WRa,235,14,212,14,214.0,257.0,191.0,227.0
9269,51.6667,8.35,WRa,236,13,201,13,230.0,241.0,183.0,222.0
9273,51.5333,8.2833,WRa,233,11,208,11,226.0,241.0,195.0,227.0
9275,51.6167,8.3333,WRa,242,13,195,13,232.0,255.0,176.0,211.0
9276,51.45,8.4333,WRa,236,14,213,14,218.0,249.0,193.0,228.0
9278,51.35,8.3333,WRa,233,16,221,16,225.0,242.0,208.0,234.0
9291,51.15,8.2833,WRa,245,12,218,13,227.0,273.0,200.0,242.0
9299,51.1333,7.9833,WRa,235,16,212,16,215.0,245.0,202.0,225.0
9326,51.5,8.05,WRa,228,16,202,16,223.0,233.0,188.0,214.0
9363,51.4189,7.425,WRa,240,16,203,16,233.0,269.0,193.0,224.0
9372,51.4333,7.5833,WRa,245,16,207,16,232.0,265.0,198.0,219.0
9374,51.5833,7.6667,WRa,240,16,205,16,234.0,248.0,194.0,216.0
